time,ансамбль 60/120/250,один N=60,один N=120,один N=250,всегда лонг (вол-норм.),B&H равные доли
2019-07-19,1.024825558292325,1.0451596827503575,1.0679036676078186,1.0,1.0,1.0
2019-07-22,1.0232417709000081,1.0413915046393454,1.0674179308220513,1.0,1.0,1.0
2019-07-23,1.0233045863036438,1.041804186051622,1.0670851425470624,1.0,1.0,1.0
2019-07-24,1.0217743361840268,1.0389720541304193,1.0656538194846432,1.0,1.0,1.0
2019-07-25,1.0242560174580735,1.042450454402999,1.0691004032603708,1.0,1.0,1.0
2019-07-26,1.027327883177402,1.046360741885276,1.0735179483987947,1.0,1.0,1.0
2019-07-29,1.0281549165070674,1.0481678082966948,1.074193763173449,1.0,1.0,1.0
2019-07-30,1.028502465655557,1.0478721885640112,1.0758336690765198,1.0,1.0,1.0
2019-07-31,1.0304678540146874,1.0491546641920555,1.0794092525682817,1.0,1.0,1.0
2019-08-01,1.0243347118138368,1.0428167883783181,1.0692432513212824,1.0,1.0,1.0
2019-08-02,1.0062537849795319,1.0215447844921715,1.0445690623223856,1.0,1.0,1.0
2019-08-05,1.0062629890204755,1.023179077969035,1.042820188859488,1.0,1.0,1.0
2019-08-06,1.0092677194981696,1.0283965941057096,1.0458035539065402,1.0,1.0,1.0
