time,ансамбль 60/120/250,один N=60,один N=120,один N=250,всегда лонг (вол-норм.),B&H равные доли
2020-10-28,0.9816118152792217,1.1252633905479117,1.0467625946200216,0.9008636437985829,0.9886340841074743,0.9460478663095655
2020-10-29,0.9816238484735486,1.1276045338769616,1.0440194031416565,0.9015758565809724,0.9878538235562497,0.9423880292667098
2020-10-30,0.9844785495236479,1.1326003091793193,1.0427121775931332,0.9066284636390646,0.9856667205904194,0.938248585208372
2020-11-02,0.9866132522178293,1.1309924343410835,1.0504166817159564,0.9068285618264468,0.9948514823397954,0.948580944073642
2020-11-03,0.9779051443507261,1.111706501806573,1.049651640861757,0.8934454503753169,1.003825796787461,0.9658297780853193
2020-11-05,0.966361546018317,1.086502851416832,1.054721512393971,0.8771398344175364,1.012818675435023,0.9830721468464665
2020-11-06,0.9685006461961387,1.0887863333059313,1.0569432187913952,0.8792072574274438,1.0155467781286611,0.9833088598769084
2020-11-09,0.9592938731320905,1.0699090397257665,1.0578345718525444,0.8619372640103162,1.0220510451494274,1.0030401674114113
2020-11-10,0.9628524048183355,1.0717007458444467,1.0632944458327176,0.8656278292506306,1.0286942045840188,1.0114954705600254
2020-11-11,0.9645292222961106,1.0728888297319068,1.0678820009820926,0.8654518271092472,1.0320138133450025,1.0189263710773633
2020-11-12,0.9644958817555348,1.0709874273948043,1.0697064134446594,0.8654145935014004,1.0358329220644307,1.024242869454938
2020-11-13,0.9640173550925923,1.0713430821704995,1.0666876814852218,0.8662813172311065,1.0370761803372488,1.0224691753832662
2020-11-16,0.960018779159094,1.0621902880661427,1.0682076704028418,0.8616516030566942,1.0436005110520827,1.0387098965745487
2020-11-17,0.9605219520475486,1.0630140339895044,1.0664331521479615,0.8622915361424933,1.0397039835910786,1.0310056874846154
2020-11-18,0.9575231818494911,1.0597295308001282,1.0656698496897063,0.8591786586203067,1.0414678607417462,1.0355537578621443
2020-11-19,0.9560903871019888,1.057029110672013,1.0625966344951403,0.8581295231552962,1.0367429110154598,1.0270606517233023
2020-11-20,0.9556542282691559,1.0554612496125433,1.0636308068322489,0.8580843685091789,1.0370443610638538,1.0279103550323732
2020-11-23,0.9552018077534195,1.0557787667790253,1.062789973215636,0.8559814853757415,1.0366364271692161,1.0293985268511763
2020-11-24,0.9551283310142522,1.0564852053696596,1.0652638339575466,0.8525753786503818,1.041049610777714,1.0417960821658432
2020-11-25,0.9586357274445823,1.0581731556682572,1.0699641109238482,0.8543528273450326,1.0467216291346724,1.0517072833219978
2020-11-26,0.9580587726556974,1.056370049478128,1.069710502362881,0.854365745746563,1.044829991293247,1.0485927671076685
2020-11-27,0.9585848435147951,1.057681553681283,1.0698934634852848,0.8545895023100543,1.0455596343431206,1.0491530169693504
2020-11-30,0.9574042487020052,1.054486887495899,1.0688832413382052,0.8562936271763963,1.0410591268708276,1.040570586433818
2020-12-01,0.9610577293370188,1.0566971839288228,1.0730004740964858,0.8577776911045433,1.0475419773691408,1.0521649500200214
2020-12-02,0.96380551197136,1.0618690878595698,1.0769503036331995,0.857834876878808,1.053089561378073,1.0626679552369598
2020-12-03,0.9626611252605998,1.0613538684932293,1.0753302056196314,0.8553747166649055,1.0507777676891268,1.0609384697304536
2020-12-04,0.9641660666072843,1.068692807257679,1.07587549507507,0.8530738742943349,1.0535305285228753,1.0687603494940063
2020-12-07,0.9662029494959969,1.071529374139699,1.0790243278192095,0.8537373881987423,1.056599532674603,1.0745476200954363
2020-12-08,0.9649849829465819,1.0707639943367213,1.0764245646263533,0.8531841566677637,1.0540628554358125,1.0710946144747129
2020-12-09,0.9668491329300117,1.0734798097377065,1.078759261788798,0.854113765962551,1.0563490514578056,1.0744265354154627
2020-12-10,0.9698798579135129,1.0837200630481696,1.0840974293436907,0.8497716084320697,1.0615763235961537,1.0871706434737654
2020-12-11,0.9712817009290977,1.086597264423982,1.0872227268283152,0.8487504777749454,1.0646366959612839,1.0917601047794099
2020-12-14,0.9695450326541698,1.0838289820405016,1.0846660356764823,0.848355970508511,1.062133117666502,1.0866146894214592
2020-12-15,0.9697072611496051,1.0805099568863052,1.0868937531628606,0.8496373778433504,1.0643145564147076,1.0892541811855285
2020-12-16,0.9719066027476181,1.0841531591575422,1.0917966498446579,0.8487191640354648,1.0691156000234772,1.096986245220444
2020-12-17,0.9747010955710544,1.0946808645599044,1.0974360925790585,0.8434130221373607,1.0746378886324819,1.1087510897323642
2020-12-18,0.9733166987238427,1.0907910760219328,1.0970867871196712,0.8430830987897161,1.0742958396658933,1.1071252544102193
2020-12-21,0.9671640402589893,1.0687367829944698,1.088173610138593,0.8509904002277375,1.0655678255640029,1.0848357508945536
2020-12-22,0.9710205647594344,1.074186825132288,1.095302177106147,0.8512558286509793,1.0725483032490264,1.0957017290474373
2020-12-23,0.9727433793229806,1.079903839946331,1.0972757295005857,0.8497224439530601,1.0744808569463273,1.1015574830925938
2020-12-24,0.970504325087184,1.0822973955644293,1.0908332099357672,0.8469604589587211,1.068172174673686,1.0944384584757347
2020-12-25,0.9719795419871351,1.082384334657618,1.0938688851824963,0.8483957137945877,1.0711447866187263,1.0986785856011092
2020-12-28,0.9731132276266266,1.0863058875559226,1.0948953490478939,0.8474925166604909,1.0721499266615293,1.1020602070828942
2020-12-29,0.9734468063777513,1.0877518988384396,1.0961367056091482,0.8462727404896925,1.0733654952062919,1.1042230082219788
2020-12-30,0.9748281856728481,1.084237731615906,1.1007165208763285,0.8490736552960957,1.0778501691133469,1.1087909537795277
2021-01-04,0.9785779968507268,1.0892176546126893,1.1071504215036905,0.8499896524352865,1.0841504114988607,1.119543283992659
2021-01-05,0.9794869975836595,1.0895378716328221,1.1100577801978695,0.8504767776847606,1.086997372547196,1.1236689773031774
2021-01-06,0.9796728459770239,1.0912313516989738,1.1098496750920415,0.846546006725167,1.086793590629458,1.1264708074338918
2021-01-08,0.9855354253519798,1.1057256040933137,1.1181799745666217,0.8438418299379661,1.0949508359575217,1.1435682037846224
2021-01-11,0.9882446470445919,1.1090737331607463,1.1221370938177546,0.8451841659034159,1.0988498913704483,1.1504683360836467
2021-01-12,0.9868148514480932,1.1154042861858475,1.1187810704639791,0.8391890561056257,1.0949469154061884,1.1486796397963561
2021-01-13,0.9852795851199904,1.112593084630541,1.1165165111195385,0.8390859495827757,1.094287330531911,1.1467300423119486
2021-01-14,0.9860321555718815,1.1164061847785747,1.1167000291920766,0.837995017609623,1.093041956792156,1.1454856188281755
2021-01-15,0.9824409402327828,1.1095555472768608,1.1121294396727548,0.8374109445246564,1.0869186950345484,1.1341788549494012
2021-01-18,0.9846179516632079,1.1106284210360056,1.1157909173989182,0.8394111090109424,1.090810786064463,1.1398629974611891
2021-01-19,0.9823130627239446,1.1087668895204599,1.1120139274209788,0.8377632972370874,1.0874447354724135,1.135043315118292
2021-01-20,0.9833327104116579,1.1120821405647685,1.1122486093788622,0.8376889312799786,1.0910527016188274,1.1416896428278913
2021-01-21,0.9796450216890324,1.1035027282013163,1.1060285379732628,0.8394098338121831,1.085684351152547,1.1311886126920383
2021-01-22,0.9761041401748645,1.0907873791638603,1.1000839272544887,0.8444916972601144,1.0842000657704163,1.1233580522663686
2021-01-25,0.975745419369482,1.0887137722511053,1.0995464405936297,0.8455786404994853,1.0866825438106498,1.1255999457511077
2021-01-26,0.9766563315027552,1.0927383349856619,1.1017886968636812,0.8430966881266388,1.08589268476718,1.1269303600548113
2021-01-27,0.9750439981529814,1.0886406478670576,1.1001477314832067,0.8433383853783493,1.083350890698897,1.1227089552536733
2021-01-28,0.9743200144144287,1.0828557851089,1.0993277843265368,0.8465688772991458,1.0845421018220407,1.1216975737598298
2021-01-29,0.9696522194189553,1.0799786854472762,1.0915633722835278,0.8426287135361737,1.076332480603378,1.1105416183465053
2021-02-01,0.971248946069725,1.079339052549381,1.093677124451427,0.8456565140141696,1.0793102182366923,1.1140846271004101
2021-02-02,0.9765765461636948,1.0933431982071455,1.103859378391952,0.840727244701235,1.0853714368755811,1.1271100634712339
2021-02-03,0.9751254127658457,1.0912914902572717,1.1032047484571248,0.8390556813450886,1.08441667136953,1.1253356650132627
2021-02-04,0.9780373489088813,1.098814592441644,1.1078534155720676,0.8372526397302048,1.0832289898184326,1.1261345269380716
2021-02-05,0.979329467455196,1.1078716306888872,1.1089596363413816,0.8328338903123284,1.0862995006334797,1.1343277890689236
2021-02-08,0.9827377698876997,1.1142938108001512,1.114623025433629,0.8324477764249617,1.0946681371703344,1.1480661655757665
2021-02-09,0.9803806610103548,1.1118650545261686,1.1121446467440577,0.8301222281560483,1.091914252862633,1.1436768097832997
2021-02-10,0.9782329950743958,1.108702571444365,1.1089786026502055,0.8293895608049789,1.0882011427474882,1.137891222959361
2021-02-11,0.9795323562534791,1.1116122709823146,1.1119014410711674,0.8283319146621956,1.0885120637495778,1.1391901351057074
2021-02-12,0.9801922811688553,1.1138642782872583,1.1141507850013048,0.8266522889456048,1.089373985605629,1.1408101051202086
2021-02-15,0.9857933591715399,1.1252067142268622,1.1255142911424896,0.8239744148132375,1.095973596083834,1.1536850473800089
2021-02-16,0.9865365458273133,1.1263571614806982,1.1266577672282279,0.8241584085814002,1.098045069690625,1.1566745319405225
2021-02-17,0.9836625118917138,1.1218600657202888,1.122161002966783,0.8235338817885728,1.0910145867658068,1.1458036632642916
2021-02-18,0.9816401567999241,1.1185964669056956,1.1188965286968,0.8232450963891668,1.0890309135647243,1.1423149156204533
2021-02-19,0.9847947480385183,1.1226507333773597,1.122951882719243,0.8252127199087577,1.0938028603051682,1.1494959543574979
2021-02-20,0.9834940241477422,1.1196010314148286,1.119901362678826,0.8264262914019226,1.0926080093666264,1.1468216953884252
2021-02-22,0.9831058177085122,1.117861176616434,1.118161041167043,0.8280161914450519,1.0972922203812814,1.1527722693387359
2021-02-24,0.9828855807406286,1.1219811036710323,1.1222820733857717,0.8213563298774123,1.0919012249610516,1.148148556497231
2021-02-25,0.984609285331361,1.1233968171947997,1.123698166672526,0.823594409714956,1.096332151087786,1.1537394217609604
2021-02-26,0.9795881470566876,1.1144029129046222,1.1147018497812808,0.8202029691817319,1.0862268016381325,1.137054225691603
2021-03-01,0.9843046590394997,1.1248418814329357,1.1251436185469332,0.816673257129956,1.086687009986857,1.1417859323893387
2021-03-02,0.9872749512413062,1.1285468730814043,1.128849604053744,0.8195491912363646,1.0879376630676838,1.144086167413327
2021-03-03,0.9874843450747723,1.1295676573891222,1.1298706621852908,0.818682690271333,1.087507695787699,1.1435723788248202
2021-03-04,0.9890101229389802,1.1344286090978577,1.1347329178368861,0.8158435221629068,1.0890114782811517,1.1486213850347324
2021-03-05,0.9891549770059185,1.136105069419787,1.136421022726223,0.8128359776882699,1.0910300329118523,1.1517534063203474
2021-03-09,0.9963596110341202,1.1447531320794373,1.1475628493411851,0.8196770396631814,1.0988354495782857,1.1659956059942942
2021-03-10,0.9942902602893852,1.1421621095438954,1.1449797813292888,0.8175833922730965,1.0955142145527448,1.1609927662910215
2021-03-11,0.9986371234675672,1.145824583066858,1.1511205655212904,0.8216505985466868,1.1010563737678403,1.170304143140096
2021-03-12,1.0016191570813302,1.150631804852111,1.155944145501288,0.8224009042615941,1.1017010011779558,1.172284674002663
2021-03-15,1.0062251833955187,1.155446348297385,1.1608589977555575,0.8267391349229912,1.1060283250352165,1.1793331037982657
2021-03-16,1.007722428487036,1.157912349412357,1.1633365507696019,0.8289269894916811,1.1045618958683263,1.1786239552468365
2021-03-17,0.9930796285164022,1.138930285623604,1.1442773827514892,0.8152726225451806,1.0984145958842177,1.1633591610677843
2021-03-18,0.9922981525567646,1.1364394440707846,1.143227027367028,0.8148479835094645,1.0964216158889757,1.1596942634357135
2021-03-19,0.987231937418552,1.1305716165524335,1.1373241532227818,0.810793467753298,1.0909684198279785,1.1503781526130739
2021-03-22,0.984527315844319,1.1275926681798383,1.134270781852705,0.8084831865152209,1.0951869890930737,1.1545186366588966
2021-03-23,0.9747618375715423,1.1170441079912286,1.1235437810884006,0.7997156340170242,1.0938289982756717,1.1468232484984786
2021-03-24,0.9777714535893267,1.1201597691870298,1.126688169980299,0.8026468714387599,1.0996279267912585,1.155914936802082
2021-03-25,0.9728683579401255,1.1147031975980377,1.1210942561932442,0.798542254716179,1.0926204709798653,1.1446240349616728
2021-03-26,0.9830110724538921,1.1236695617311585,1.1327823113044901,0.8068675189214151,1.0992461977148265,1.1585380215760224
2021-03-29,0.9879353617470938,1.129962040105416,1.139576616140374,0.8093142628074541,1.1010734940453226,1.1632292534048412
2021-03-30,0.9871008331930932,1.1316251533310864,1.1400742238970276,0.8065565408177292,1.0979132746793498,1.1590197360332086
2021-03-31,0.9895382005752624,1.1308471820046193,1.1418250886346406,0.8100539007853252,1.0980831067236576,1.1596246992214276
2021-04-01,0.9811387370613542,1.1235785807679644,1.1307992440076482,0.8050767992598216,1.0995743484153246,1.1566971276395273
2021-04-02,0.9860550352433705,1.129662354713417,1.1364349833116887,0.8088074686621863,1.105415325173257,1.1668377203613833
2021-04-05,0.9799110541795041,1.1213698448495728,1.1295274142208418,0.8045171865344223,1.0983125957027453,1.154572423669234
2021-04-06,0.9720410492408833,1.1194180924869526,1.118098251849358,0.7978859876112865,1.1002079967992602,1.152965149410029
2021-04-07,0.9712741926797912,1.1170397786949076,1.1175912092783906,0.797606033606025,1.0993645880556067,1.1507209248886117
2021-04-08,0.9725600417660099,1.1156344877303366,1.1195992492808529,0.7999564471431586,1.1009884965674115,1.1546389161188166
2021-04-09,0.9698764307318112,1.1212224202892873,1.11335947572033,0.7961813244011327,1.098753511520838,1.1494305961148115
2021-04-12,0.9722962437306951,1.1200221050893266,1.1169187915775378,0.7980106805059205,1.1016720955701356,1.153722876046515
2021-04-13,0.9744297534248414,1.1087820592031068,1.127596656317558,0.8013932625550718,1.101271415054339,1.1581946705202004
2021-04-14,0.980614811696287,1.1061008856086556,1.140233345342193,0.8096131687146133,1.1088729797953327,1.1730025461096172
2021-04-15,0.9765765443123213,1.1011952301624364,1.131769873043423,0.8056782841022998,1.1124237891077926,1.1746146711797736
2021-04-16,0.9781287331987739,1.0958556335055198,1.1382274645476989,0.8085316231147361,1.1151262043562957,1.1804602809414166
2021-04-19,0.975458487587082,1.0911913337884038,1.1300930947910868,0.8052784896667804,1.1135348319024003,1.1757292032424844
2021-04-20,0.9716119710206407,1.0875368513830257,1.123479973362318,0.8033041375434693,1.1135840966442279,1.1734631357106375
2021-04-21,0.9722115320557023,1.0892372465079303,1.1253064203416019,0.8054469515794003,1.1152190991383615,1.17571792658661
2021-04-22,0.9776668362870276,1.0954540201231904,1.1364530633469314,0.8083974373742372,1.114627560512902,1.1785068173862605
2021-04-23,0.9786416505601199,1.098212602269951,1.139367167564682,0.8087376785993345,1.112245408569791,1.176930429782366
2021-04-26,0.9807397528477955,1.100884992831301,1.1421555584001784,0.8106065620017486,1.1139549809591733,1.1798261561943353
2021-04-27,0.9802242129750532,1.1002988463565164,1.1415461735947754,0.8101433143902147,1.1133869592548857,1.1793352074312322
2021-04-28,0.9817918514538196,1.1025298715714251,1.1438747340610274,0.8112733496320068,1.1141860842341529,1.182529485805429
2021-04-29,0.9803645301493901,1.101874175007138,1.1432107765278865,0.8093208372668318,1.1106201489738858,1.1782759412632113
2021-04-30,0.9772157586089949,1.0970962967928997,1.1382004441594025,0.8065194233315811,1.1096608582409422,1.175369738294485
2021-05-04,0.9840663408220599,1.1045241027776198,1.1459065426082373,0.8125603136814524,1.1168828960860306,1.1874143115320621
2021-05-05,0.9922669191591462,1.114141109771319,1.1558838633445399,0.8187245835157217,1.124265275442436,1.1988279513994513
2021-05-06,0.9964586034054026,1.117102980455392,1.1589567043868527,0.8247472741257617,1.1303616093711588,1.2066163090619872
2021-05-07,1.0009819548134675,1.1208421324659794,1.162869801071866,0.8304336587842805,1.1348467203355943,1.2128910453768553
2021-05-10,0.999984896270476,1.1191106472465715,1.1602969237330052,0.8310711833157387,1.1381645516995995,1.2157448810940514
2021-05-11,1.000221774754777,1.118867655811376,1.1618118067117853,0.8307571845354284,1.1375607896344455,1.2157718026335815
2021-05-12,1.000287081233191,1.1190594702761483,1.1633079698080229,0.8297071628588712,1.1374018180756973,1.2166630276292627
2021-05-13,1.0012017254758068,1.1208428582348815,1.165011860616571,0.8294456406083638,1.135206109517401,1.2138379774078245
2021-05-14,1.001689999167257,1.1216161065401464,1.1632627307566348,0.8313322690544135,1.1373951997817031,1.2164958065935827
2021-05-17,1.005799587078836,1.1277760069417189,1.1646685432697759,0.835969570631124,1.143273923518112,1.2242898400510176
2021-05-18,1.0108705788632564,1.1331570771513715,1.1702251881473316,0.8407285876480248,1.149298083612486,1.2320234750838719
2021-05-19,1.0035192000687827,1.126097911052091,1.162923235288437,0.8352713156129841,1.1411066714228748,1.2187217745262393
2021-05-20,1.004702439498664,1.127492539050124,1.1643663573449672,0.8355703698537268,1.140390668831772,1.2186066197248402
2021-05-21,1.0080626884825297,1.131680396147892,1.1686927928654947,0.8374186199240626,1.1426649851902617,1.22281830006638
2021-05-24,1.0095234382850244,1.1330901746589732,1.1701486791661193,0.8389726353319156,1.1445476472048732,1.2259129961511421
2021-05-25,1.0144500915738561,1.1382608545748794,1.1754884697752908,0.8435985997785101,1.1510852087303483,1.2344238577919877
2021-05-26,1.0179379788797656,1.1424625126701666,1.1798275460292948,0.8460720495707825,1.1545303324820786,1.2386325566988068
2021-05-27,1.0217499785146549,1.1471214144099242,1.184638820400095,0.8486767507724514,1.1573814993218758,1.243785550657996
2021-05-28,1.0220078081834192,1.1477775268458879,1.1853163914509237,0.8483467263775334,1.1559665160524586,1.2429457910171653
2021-05-31,1.02082833154193,1.1456392942897042,1.1831082265075454,0.8485703778240561,1.1572371517537878,1.2428755390082469
2021-06-01,1.0256914453023658,1.150858968149543,1.1884986134417594,0.8529654828294589,1.1633133329273853,1.2508312181914925
2021-06-02,1.0353126042578715,1.1626142881754777,1.2006629214973004,0.8595149334848254,1.1704524626542283,1.2612084323961072
2021-06-03,1.0307304100351617,1.1563231493695716,1.1976637543730946,0.855103184597347,1.1644430068100302,1.2562558979066307
2021-06-04,1.0362853171666737,1.1628093958369727,1.2043779677871307,0.8572286981426248,1.1673701726258308,1.2601988989157915
2021-06-07,1.0386950086495512,1.165170332469756,1.2068285976432271,0.8597104235355987,1.1709626364891406,1.264487175133991
2021-06-08,1.0400062525678844,1.1679604742014413,1.2096980071480696,0.8563481941642055,1.166480187161919,1.261527765616699
2021-06-09,1.0439961314364692,1.1724766226021865,1.2144011781340152,0.8595732207506969,1.1702798914322414,1.2663631074043966
2021-06-10,1.0447803541030023,1.1719937573478576,1.218076367462136,0.8593138748375243,1.1668498217768077,1.2646153455293059
2021-06-11,1.044084206485293,1.1708735087731965,1.219330353730082,0.8575328932960091,1.1656632582668727,1.2633672373018736
2021-06-14,1.047440607150107,1.1733414129460014,1.2251963131552348,0.8598701003777741,1.168645295010325,1.2675952218191575
2021-06-15,1.0399833248313408,1.1641574401691783,1.2163122459949356,0.8544699016054249,1.1631383064248202,1.2607370263019415
2021-06-16,1.0448507273128895,1.1706606457701962,1.2233227572394014,0.8567691736018804,1.1632368003402946,1.2633176261825148
2021-06-17,1.0386158301083466,1.1609054002349886,1.2240339230721495,0.8480720834080279,1.156378619035384,1.2551474294012994
2021-06-18,1.0335424031027811,1.155429752177197,1.2176986921629442,0.8440335760119294,1.153755444786296,1.2513140195031756
2021-06-21,1.03251829935167,1.1531773687412838,1.2136291587796322,0.8459871745296894,1.1593159040446979,1.2557794371692206
2021-06-22,1.0354712112809255,1.156292311330266,1.21855050724039,0.8475298211610117,1.1614616041487253,1.2588158707560126
2021-06-23,1.0398486276403598,1.1646319857312315,1.2250291396199702,0.8476597396233646,1.1638872471779522,1.2636756283794717
2021-06-24,1.039055844937922,1.16471848623427,1.2265708434712423,0.8445801020387026,1.159685775358486,1.260202572033219
2021-06-25,1.0419544862318566,1.1686108236470483,1.2306698834022576,0.8468460342781614,1.161672774354223,1.2633417755845886
2021-06-28,1.0394652536445281,1.1658141402647324,1.2277809812647622,0.8447347734202677,1.1587986934018026,1.25924783693326
2021-06-29,1.0321168812135766,1.1531014198427825,1.217557140347786,0.8400513047573991,1.1534488427612741,1.2517526794232758
2021-06-30,1.038061478290913,1.1593722543064098,1.2236910693926468,0.8440691871668476,1.161780169191516,1.2599018904495105
2021-07-01,1.0408888020556846,1.1625171131690757,1.2260348809202333,0.8470597721918025,1.16873494374856,1.2670894526558063
2021-07-02,1.0444340789547424,1.1683350333978766,1.2296119966777381,0.8490044598197445,1.1730835937876525,1.2721100736247346
2021-07-05,1.0465924138291207,1.171025681059108,1.2310888556466268,0.8512929349619491,1.1785611387186334,1.2777732975855984
2021-07-06,1.0404170599621014,1.1642492880464803,1.2216855614779314,0.8476524609663691,1.181667487525276,1.2771419080560666
2021-07-07,1.037236337700062,1.1601808769526973,1.2169788278425853,0.8460946563533178,1.1829361326061307,1.276066578981586
2021-07-08,1.03376270355319,1.1550802087313812,1.2126971526920538,0.84426131482948,1.1793336301138295,1.2724001018077309
2021-07-09,1.0393514867068603,1.163476236248862,1.2196328550772826,0.8443350110555079,1.1812364072441683,1.2775443454088071
2021-07-12,1.0418331323232566,1.1655824626763673,1.2226093363205612,0.8467939672257614,1.1847776489627129,1.2808698942004608
2021-07-13,1.042832579509045,1.169375957433813,1.2245511895421994,0.845130076823289,1.1820818691181403,1.2796821480068257
2021-07-14,1.038995707898512,1.1656166349236443,1.218908399390562,0.8424135100406118,1.1811130764039548,1.278034015474213
2021-07-15,1.0346953665611625,1.1610699475546524,1.2141678865525563,0.8384780257400671,1.175511680787376,1.2712554802810883
2021-07-16,1.028947616653858,1.1551669855753712,1.2079028955011688,0.8351235847441213,1.1668926396461137,1.262848769964637
2021-07-19,1.009844345429315,1.1318507572234633,1.1847347576215435,0.8239601351620561,1.150010800129591,1.2404302271823267
2021-07-20,1.0146325898547617,1.1380339795734042,1.1911226608116106,0.8261495004721258,1.1531896008364448,1.244676315077436
2021-07-21,1.0220236839702976,1.146846997292144,1.2010489699831062,0.8309013144478503,1.1549652770949181,1.2513307338303066
2021-07-22,1.0286351136395546,1.1548804711352587,1.2093514825628746,0.8366713407442965,1.161371259567429,1.2595163472264161
2021-07-23,1.0271630260069478,1.153667748557787,1.2080698336739217,0.8362674980105232,1.1565585311857085,1.2562321807615762
2021-07-26,1.0309794085634418,1.1570476262182248,1.2116000958364066,0.8390881759808562,1.1618781332456245,1.2621592658301728
2021-07-27,1.0273976806444765,1.1527001360159843,1.2070570570254207,0.8355532502557139,1.1598506445222083,1.2593645194821785
2021-07-28,1.0352492252609191,1.161393695097646,1.2161091520828213,0.8421418235016419,1.1658668283398619,1.2673533902101437
2021-07-29,1.042792759122245,1.1744977973729638,1.2223330299195743,0.8467390688087861,1.1733942210192931,1.2771070460174174
2021-07-30,1.0418786649880152,1.1728413009368885,1.22060906729292,0.8469008178154587,1.1697719526348094,1.2749028032291625
2021-08-02,1.041631369876007,1.1720153323799005,1.2197494584872333,0.847490622064225,1.1671234346772874,1.2704755039335196
2021-08-03,1.0422172925362536,1.1723701806773756,1.2201187591326537,0.8484075892850892,1.1681568610712658,1.2712384583351832
2021-08-04,1.0411089352203555,1.1709968655887601,1.218689511332397,0.8476884947022693,1.1687874555592486,1.2696109964036537
2021-08-05,1.0468430586033624,1.1770593842582393,1.2249989457398378,0.8529176007424849,1.171282482114713,1.2743548306870525
2021-08-06,1.040001226439272,1.166234827408783,1.2137737450779766,0.8518537269007425,1.1622239533306702,1.264833491904016
2021-08-09,1.0446293259191122,1.173695237586302,1.2140639000461537,0.8575668023038212,1.1651466327174431,1.2672948775412178
2021-08-10,1.0482720467057167,1.1777880233553903,1.2182974551409937,0.8605572184630703,1.17199629693957,1.2761826180168399
2021-08-11,1.0484624736840689,1.1780019779439266,1.218518768590919,0.8607135455456497,1.1736719182614108,1.2772020992838982
2021-08-12,1.0531966738502119,1.183321097416179,1.2240208365251593,0.864599989088074,1.175910689674931,1.2822081231413944
2021-08-13,1.0515063675206764,1.1814219505706773,1.2220213173343202,0.8632123671268982,1.176197870205429,1.2826185763377256
2021-08-16,1.0518560909060277,1.1818148829359432,1.2240619233151202,0.8634994652944733,1.178220834398281,1.2835053257697473
2021-08-17,1.0588212063515687,1.1896405514528379,1.2313428801436026,0.8692173325150342,1.1854070054030657,1.2909502226078222
2021-08-18,1.0548735689016078,1.185216320255776,1.226822435410155,0.8659847439530156,1.1852797432890543,1.289120255338208
2021-08-19,1.0382529436003547,1.1664106240855714,1.2076958158250881,0.8522685271820598,1.1733468864109675,1.2717081426311616
2021-08-20,1.0342586193857948,1.1629369350966179,1.202996310916668,0.8490085239259456,1.169506707408754,1.2673618874774453
2021-08-23,1.0441622383225477,1.1643647616704067,1.2173969884391749,0.8561215361700993,1.181786003717274,1.283636829517413
2021-08-24,1.0487358842510874,1.1659750384971046,1.2231011451004759,0.8597408256099832,1.180572147580967,1.2858723988614669
2021-08-25,1.0464999904268144,1.1646554480672247,1.2178035163375942,0.8588532895810158,1.1809980920133796,1.2861508284537877
2021-08-26,1.040229685710915,1.1585913045924912,1.2112308979461166,0.8534519765535086,1.177739956067422,1.2816622858209026
2021-08-27,1.0516177472141857,1.165137019082698,1.2267039426914002,0.8620216756101661,1.18362128123161,1.2918214116502509
2021-08-30,1.0585048472492593,1.1719731122509591,1.235203390672566,0.8679085564671859,1.1897860426640452,1.2997503459592576
2021-08-31,1.0596273348215672,1.1724827877336432,1.2367207048664215,0.8692049686455506,1.188988306643175,1.299704281338821
2021-09-01,1.0683863278844188,1.1795179118460208,1.2490027931659582,0.8768561747204682,1.196690058313966,1.308005666416865
2021-09-02,1.0719021558185482,1.183032643195671,1.2528410521328834,0.8801887711136044,1.1989640273491968,1.3136103093348719
2021-09-03,1.0741507286134375,1.1834064542502383,1.2584585115631741,0.8814800157642698,1.2024474907015326,1.3172975312790867
2021-09-06,1.0761722879630302,1.1879938703785657,1.2589985972104962,0.8827117915980621,1.2083283498994177,1.3215426071580332
2021-09-07,1.073694545535366,1.188137858498354,1.2520475982819022,0.881413359553825,1.2045479092667049,1.316573148933621
2021-09-08,1.0771796357494545,1.1926832811733734,1.255106918335925,0.8844851631414256,1.2066482324597516,1.3202428035506377
2021-09-09,1.0768686157201908,1.1897634462827444,1.255940352150848,0.8851482657742709,1.2003243913284833,1.315157322152904
2021-09-10,1.0768066854579315,1.1894357787622134,1.2555893365958832,0.8846733239351192,1.2023162216995387,1.316892742230972
2021-09-13,1.0841690484260693,1.1987233048990682,1.265387272409279,0.8913041396763633,1.2044292655212467,1.3220755600098435
2021-09-14,1.0887445795439354,1.2043696607972756,1.271310888142125,0.8938450495810201,1.2114945503833534,1.3298086329449887
2021-09-15,1.0964770187918267,1.2129310560970235,1.2803862158206243,0.9019130965184535,1.2147591264321898,1.3379289501277718
2021-09-16,1.0918532766907347,1.207017120701106,1.2742299049258952,0.8996445437700485,1.2056123947186206,1.3279033203300634
2021-09-17,1.0893353927756244,1.2040402060513085,1.2716574204246658,0.8974557097416525,1.2054363945701865,1.327107119821632
2021-09-20,1.0744190156457152,1.1879416991326812,1.2546633554116373,0.8845680871543845,1.2002976781034909,1.3178262191799641
2021-09-21,1.079324016536405,1.191783940503229,1.261790553210116,0.8866083593754797,1.2004006234526672,1.3189206843570822
2021-09-22,1.0929910314707392,1.2067176081967874,1.2776055385708711,0.89806637782114,1.208534067457115,1.3314291552578412
2021-09-23,1.0942290418084275,1.2060332207676994,1.2769343680778256,0.9020991683162428,1.2101588823278744,1.3346670325499006
2021-09-24,1.094824606390688,1.2067247151937344,1.277707154722397,0.9025089754967721,1.2094517646324514,1.3348281968334723
2021-09-27,1.1079466247381948,1.2211354213091437,1.293133187276516,0.9132860435457559,1.216870895768763,1.3475894971673494
