symbol,start,end,payments,hours,ann_entry,gross,net,year,days
ZECUSDT,2020-08-11 00:00:00.001,2020-08-16 16:00:00.000,17,135.9999997222222,207.67989,0.017173639999999997,0.012173639999999996,2020,5.666666655092592
ZECUSDT,2020-08-17 16:00:00.000,2020-08-19 00:00:00.000,4,32.0,163.374,0.00404577,-0.0009542300000000004,2020,1.3333333333333333
ZECUSDT,2021-01-08 00:00:00.000,2021-01-08 08:00:00.000,1,8.0,118.95096152096689,0.00013741,-0.00486259,2021,0.3333333333333333
ZECUSDT,2021-01-10 08:00:00.005,2021-01-11 08:00:00.012,3,24.000001944444445,153.36351,0.0011074799999999999,-0.00389252,2021,1.0000000810185186
ZECUSDT,2021-02-03 00:00:00.009,2021-02-15 08:00:00.006,37,295.99999916666667,162.66444,0.06166223,0.05666223,2021,12.33333329861111
ZECUSDT,2021-02-16 16:00:00.010,2021-02-22 16:00:00.000,18,143.99999722222222,124.21679999999999,0.028874390000000003,0.023874390000000002,2021,5.9999998842592595
ZECUSDT,2021-04-01 16:00:00.004,2021-04-07 16:00:00.004,18,144.0,110.75927692065758,0.019326930000000003,0.014326930000000002,2021,6.0
ZECUSDT,2021-04-11 00:00:00.004,2021-04-18 08:00:00.004,22,176.0,115.62324,0.03097148,0.025971479999999998,2021,7.333333333333333
ZENUSDT,2020-12-20 00:00:00.001,2020-12-21 00:00:00.011,3,24.000002777777777,187.677525,0.00170249,-0.00329751,2020,1.0000001157407408
ZENUSDT,2021-01-04 08:00:00.000,2021-01-05 00:00:00.020,2,16.000005555555553,415.50103499999994,0.0007878,-0.0042122,2021,0.6666668981481481
ZENUSDT,2021-01-08 00:00:00.000,2021-01-08 08:00:00.000,1,8.0,115.1469309926293,0.0001,-0.0049,2021,0.3333333333333333
ZENUSDT,2021-01-10 08:00:00.005,2021-01-11 08:00:00.012,3,24.000001944444445,396.986775,0.00312963,-0.00187037,2021,1.0000000810185186
ZENUSDT,2021-01-20 00:00:00.012,2021-01-20 16:00:00.001,2,15.999996944444446,107.19830999999999,0.00057211,-0.00442789,2021,0.6666665393518519
ZENUSDT,2021-01-30 00:00:00.000,2021-02-08 00:00:00.000,27,216.0,105.93906,0.05020089,0.04520089,2021,9.0
